Date,Return,Volatility,Drawdown,Regime
2002-03-14,0.002086323220290645,0.008592388753009803,-0.006904024665255705,2
2002-03-15,0.008520194462008697,0.008638580998977274,0.0,2
2002-03-18,0.0034008674363838996,0.00862515335418883,0.0,2
2002-03-19,0.004105690010962617,0.00840882527376272,0.0,2
2002-03-20,-0.010966486978376206,0.008034942849991096,-0.010966486978376176,2
2002-03-21,0.004063882366647042,0.007955600811818614,-0.006947171124784691,2
2002-03-22,-0.003256360477677034,0.007411462177205004,-0.010180909108979399,2
2002-03-25,-0.01077976946178864,0.007992620012094678,-0.02085093071766176,0
2002-03-26,0.005367593411003401,0.007739452217128976,-0.015595256624991784,0
2002-03-27,0.00545926829598769,0.007768020413149829,-0.01022112701906467,0
2002-03-28,0.0023632461749424107,0.007764420230417369,-0.007882035883453774,0
2002-04-01,0.001648792388730079,0.007678397875892292,-0.006246239335495953,0
2002-04-02,-0.006147177294689492,0.007114947051319001,-0.012355019889565182,0
2002-04-03,-0.006863912798868666,0.006073186779779907,-0.019134128909283506,0
2002-04-04,0.0002909028707122243,0.006052001420545406,-0.018848792211599394,0
2002-04-05,0.0006941359785218482,0.005470773374591685,-0.018167739857903313,0
2002-04-08,0.002534115033483679,0.0055006202487247954,-0.015679663967118045,0
2002-04-09,-0.0033134587984059035,0.005400828874970047,-0.018941168844996057,0
2002-04-10,0.011534618281036916,0.005984932522233501,-0.007625029716382803,0
2002-04-11,-0.01413203951328449,0.006719178754914718,-0.021649312008425268,0
2002-04-12,0.00821457098757979,0.006847898502642402,-0.01361258083117098,2
2002-04-15,-0.0012118328507228033,0.006841007455474052,-0.014807917509259465,2
2002-04-16,0.017318895092960473,0.007610427371591958,0.0,2
2002-04-17,-0.0012311404132555727,0.007588989585734241,-0.0012311404132555371,2
2002-04-18,-0.002016913705677434,0.007551825528034883,-0.0032455710149599287,2
2002-04-19,0.0009850226526272412,0.007123883623614933,-0.002263745323303094,2
2002-04-22,-0.010453515496446441,0.00746207172868237,-0.01269359672293241,0
2002-04-23,-0.002773941683668255,0.007452743383033363,-0.01543232710953521,0
2002-04-24,-0.004148074904967011,0.007111130058440613,-0.01951638756569398,0
2002-04-25,9.69539988641441e-07,0.007011726694996947,-0.01951543694762343,0
2002-04-26,-0.010921332615048782,0.007273357747223845,-0.030223634984639203,0
2002-04-29,-0.0038966541243522584,0.007263807891900964,-0.034002518057075576,0
2002-04-30,0.010000434767105307,0.0076427325515152815,-0.0243421232537175,0
2002-05-01,0.004698706525280855,0.007625496071618195,-0.019757793221808134,0
2002-05-02,-0.0005420192565427417,0.007473503799851271,-0.02028910337395782,0
2002-05-03,-0.002275746635726659,0.007490809954577909,-0.022518677150939168,0
2002-05-06,-0.014151757686848359,0.008093879032355037,-0.036351755975319186,0
2002-05-07,-0.005009194856180503,0.008108146982693163,-0.04117885780245486,0
2002-05-08,0.023528709613879862,0.009702522701464144,-0.018619033576040233,0
2002-05-09,-0.011160309581355731,0.009636806375962698,-0.029571548978581632,0
2002-05-10,-0.01145917346196979,0.009469689464273855,-0.040691856931266805,0
2002-05-13,0.012498247373264514,0.009716189641190101,-0.028702186452006905,0
2002-05-14,0.015820355876374884,0.010351113724662513,-0.01333590937973278,0
2002-05-15,0.00023203783469298266,0.00958370463096986,-0.013106965980575888,0
2002-05-16,-8.61874525455414e-05,0.009583098982536892,-0.01319202377711289,0
2002-05-17,0.005030958364978558,0.009651590379215612,-0.00822743393450679,0
2002-05-20,-0.009045937130337588,0.009836745169343911,-0.017198946214728773,0
2002-05-21,-0.009968684149346284,0.00981318061001153,-0.0269961795015589,0
2002-05-22,0.0019334790555117862,0.009815978513064174,-0.025114896993692196,0
2002-05-23,0.008105639059714578,0.009946920543942405,-0.017212830224030452,0
2002-05-24,-0.007812623323917724,0.010098104562985696,-0.024890976189069224,0
2002-05-28,-0.004330845004984618,0.009847992989495118,-0.02911402223415617,0
2002-05-29,-0.006487209654614424,0.00991655223070606,-0.03541236312264856,0
2002-05-30,-0.002488595136655479,0.009656461287425797,-0.03781283122465948,0
2002-05-31,-0.00035034894546596935,0.009580028666816565,-0.038149932484580824,0
2002-06-03,-0.016968343072409603,0.010203263307915593,-0.05447093441440268,1
2002-06-04,-0.002338200678782528,0.010203466897069087,-0.056681771117363576,1
2002-06-05,0.0029724337349627383,0.00983130805037299,-0.053877820191027374,1
2002-06-06,-0.013431194650424744,0.010176139339908434,-0.06658537135112587,1
2002-06-07,0.001168095254949883,0.00848550401057133,-0.06549505415250029,1
2002-06-10,0.0019401236096214757,0.008280126819886977,-0.06368199904375348,1
2002-06-11,-0.01135054873421162,0.008273737082651491,-0.07430972214432689,1
2002-06-12,0.0004954734424902206,0.007636468456013725,-0.07385106719567804,1
